id;género;edad;fecha_compra;factura;Bebida_favorita;horario;región;satisfacción
429;M;25;20240215;53000;Americano;14-16;Orinoquía;1
430;F;79;20240110;85000;Chocolate Helado;20-22;Pacífica;1
431;M;19;20240624;32000;Flat White;14-16;Andina;5
432;F;28;20240411;49000;Café del día;20-22;Caribe;5
433;M;56;20200611;76000;Arequipe Latte;20-22;Orinoquía;4
434;M;44;20200319;37000;Espresso Doble;18-20;Orinoquía;3
435;M;25;20231225;40000;Latte Macchiato;12-14;Orinoquía;2
436;F;61;20240113;78000;Arequipe Latte;20-22;Orinoquía;2
437;M;34;20230922;59000;Caramel Macchiato;10-12;Orinoquía;4
438;F;41;20231210;37000;Mocha Latte;16-18;Andina;1
439;M;44;20221204;51000;Chocolate Blanco;16-18;Pacífica;5
440;F;51;20240629;92000;Caramel Macchiato;16-18;Caribe;5
441;M;47;20231109;44000;Latte Macchiato;12-14;Caribe;1
442;F;63;20240707;70000;Café del día;16-18;Pacífica;2
443;M;62;20231126;61000;Arequipe Latte;20-22;Caribe;4
444;M;66;20240703;71000;Arequipe Latte;12-14;Andina;5
445;M;62;20231208;70000;Chocolate Helado;20-22;Orinoquía;4
446;M;83;20220410;88000;Chocolate Blanco;20-22;Pacífica;5
447;M;43;20240627;58000;Chocolate Helado;18-20;Pacífica;5
448;F;66;20221204;94000;Latte Macchiato;14-16;Orinoquía;3
449;M;70;20231118;44000;Espresso Sencillo;18-20;Orinoquía;1
450;F;65;20240112;66000;Chocolate Caliente;20-22;Orinoquía;5
451;F;33;20221106;54000;Arequipe Latte;16-18;Caribe;5
452;M;63;20240726;78000;Chocolate Blanco Helado;10-12;Pacífica;5
453;M;77;20230801;42000;Americano;20-22;Insular;2
454;F;49;20231016;57000;Chocolate Helado;12-14;Orinoquía;5
455;M;53;20230123;104000;Espresso Sencillo;16-18;Andina;3
456;F;61;20220228;87000;Latte;20-22;Andina;5
457;M;60;20211215;38000;Cappuccino;18-20;Andina;2
458;;28;20211028;65400;Chocolate Blanco;20-22;Insular;3
459;F;44;20230918;60000;Mocha Blanco Latte;10-12;Pacífica;5
460;M;69;20210622;62000;Chocolate Caliente;14-16;Caribe;5
461;M;39;20240524;71000;Caramel Macchiato;10-12;Andina;4
462;F;38;20210326;55000;Espresso Sencillo;16-18;Andina;3
463;F;83;20231223;99000;Espresso Doble;12-14;Orinoquía;1
464;F;63;20220124;94000;Espresso Doble;10-12;Pacífica;2
465;F;41;20211015;41000;Arequipe Latte;10-12;Insular;2
466;M;54;20231112;39000;Latte Macchiato;12-14;Andina;4
467;;28;20240214;65400;Espresso Macchiato;12-14;Orinoquía;5
468;M;41;20240126;55000;Caramel Macchiato;10-12;Insular;5
469;;28;20220623;65400;Flat White;10-12;Caribe;1
470;;28;20230903;65400;Caramel Macchiato;12-14;Caribe;5
471;F;56;20230922;69000;Chocolate Helado;10-12;Andina;5
472;;28;20230328;65400;Americano;10-12;Pacífica;5
473;M;50;20240118;98000;Caramel Macchiato;20-22;Orinoquía;3
474;M;58;20211123;55000;Chocolate Blanco;12-14;Orinoquía;5
475;M;39;20230425;61000;Espresso Macchiato;10-12;Pacífica;5
476;F;60;20230926;55000;Mocha Latte;10-12;Andina;5
477;F;60;20220906;74000;Cappuccino;16-18;Andina;2
478;M;24;20240703;38000;Flat White;16-18;Insular;3
479;M;48;20221130;57000;Latte;16-18;Pacífica;1
480;M;50;20240326;110000;Espresso Doble;16-18;Insular;1
481;F;41;20230730;67000;Americano;10-12;Insular;5
482;M;45;20210504;84000;Americano;10-12;Caribe;5
483;M;48;20220709;93000;Espresso Doble;16-18;Andina;3
484;M;59;20240201;87000;Cappuccino;14-16;Andina;5
485;M;43;20240423;45000;Latte Macchiato;10-12;Insular;1
486;F;56;20231021;67000;Americano;12-14;Andina;5
487;M;54;20221206;93000;Café del día;10-12;Insular;4
488;F;48;20240722;47000;Chocolate Caliente;14-16;Andina;1
489;;28;20240218;65400;Arequipe Latte;10-12;Pacífica;5
490;;28;20210816;65400;Café del día;14-16;Orinoquía;3
491;;28;20230205;65400;Espresso Sencillo;20-22;Insular;5
492;M;63;20231226;49000;Espresso Doble;14-16;Pacífica;2
493;;28;20210930;65400;Mocha Latte;14-16;Pacífica;4
494;M;47;20231202;35000;Chocolate Blanco;14-16;Caribe;5
495;M;52;20220830;56000;Espresso Sencillo;18-20;Andina;4
496;F;58;20220905;78000;Flat White;14-16;Orinoquía;5
497;M;78;20210509;39000;Espresso Macchiato;20-22;Pacífica;1
498;M;43;20200701;40000;Chocolate Blanco Helado;12-14;Andina;5
499;M;68;20230806;61000;Arequipe Latte;12-14;Andina;3
500;M;18;20210503;48000;Espresso Sencillo;10-12;Pacífica;5
501;F;39;20220919;85000;Cappuccino;18-20;Insular;3
502;M;74;20240721;99000;Mocha Blanco Latte;18-20;Insular;2
503;F;53;20230119;98000;Café del día;20-22;Andina;5
504;F;61;20210923;67000;Espresso Macchiato;14-16;Orinoquía;3
505;M;23;20240428;54000;Flat White;10-12;Insular;1
506;M;46;20231109;55000;Café del día;18-20;Orinoquía;3
507;M;51;20230827;78000;Espresso Sencillo;10-12;Caribe;3
508;M;77;20240407;86000;Espresso Doble;14-16;Pacífica;5
509;F;79;20231026;91000;Espresso Sencillo;12-14;Orinoquía;3
510;M;41;20210514;41000;Mocha Blanco Latte;20-22;Caribe;2
511;F;60;20220217;78000;Arequipe Latte;20-22;Andina;5
512;F;54;20231123;47000;Latte Macchiato;10-12;Insular;3
513;O;63;20210920;89000;Espresso Macchiato;10-12;Insular;3
514;M;73;20240414;76000;Café del día;18-20;Andina;3
515;M;47;20240211;77000;Cappuccino;18-20;Orinoquía;3
516;M;84;20220401;82000;Chocolate Blanco Helado;10-12;Caribe;5
517;;28;20240422;65400;Espresso Doble;10-12;Caribe;3
518;M;20;20230901;56000;Espresso Macchiato;10-12;Caribe;5
519;F;24;20210118;35000;Chocolate Caliente;12-14;Andina;5
520;F;58;20230310;71000;Chocolate Caliente;18-20;Caribe;3
521;M;35;20230928;40000;Café del día;12-14;Insular;5
522;;28;20230731;65400;Cappuccino;18-20;Orinoquía;2
523;M;57;20230806;33000;Flat White;10-12;Caribe;3
524;M;87;20210410;55000;Café del día;16-18;Caribe;2
525;F;86;20210506;84000;Latte;16-18;Insular;2
526;F;57;20240117;100000;Chocolate Caliente;18-20;Andina;3
527;M;61;20231022;112000;Espresso Doble;16-18;Orinoquía;4
528;M;25;20231021;53000;Espresso Doble;20-22;Insular;5
529;M;38;20210513;31000;Mocha Blanco Latte;14-16;Orinoquía;3
530;M;94;20201128;50000;Espresso Sencillo;18-20;Caribe;5
531;M;59;20211212;61000;Chocolate Blanco;20-22;Orinoquía;4
532;F;49;20231231;73000;Espresso Macchiato;16-18;Insular;4
533;F;61;20220614;72000;Café del día;12-14;Pacífica;1
534;;28;20230501;65400;Latte;20-22;Insular;3
535;M;31;20231101;64000;Caramel Macchiato;20-22;Insular;5
536;F;75;20231102;53000;Chocolate Helado;10-12;Pacífica;4
537;;28;20231219;65400;Chocolate Caliente;10-12;Pacífica;1
538;;28;20210809;65400;Latte Macchiato;16-18;Insular;4
539;M;51;20240405;65000;Mocha Latte;12-14;Orinoquía;5
540;M;68;20231201;74000;Chocolate Blanco;10-12;Insular;1
541;M;86;20240524;71000;Espresso Sencillo;12-14;Caribe;4
542;F;62;20240707;117000;Chocolate Blanco;12-14;Andina;5
543;M;61;20240627;64000;Chocolate Helado;18-20;Pacífica;3
544;;28;20240722;65400;Mocha Blanco Latte;10-12;Orinoquía;5
545;F;63;20240627;57000;Espresso Doble;20-22;Orinoquía;4
546;F;26;20231204;52000;Chocolate Caliente;10-12;Insular;1
547;F;50;20211102;77000;Arequipe Latte;10-12;Orinoquía;2
548;;28;20230902;65400;Americano;14-16;Insular;5
549;F;45;20230625;93000;Cappuccino;20-22;Orinoquía;5
550;F;88;20220214;64000;Arequipe Latte;14-16;Orinoquía;1
551;F;50;20230908;92000;Chocolate Blanco;20-22;Pacífica;3
552;F;65;20230909;119000;Chocolate Helado;14-16;Andina;1
553;;28;20210729;65400;Chocolate Helado;16-18;Orinoquía;5
554;M;55;20230717;76000;Café del día;10-12;Pacífica;2
555;M;71;20220406;95000;Caramel Macchiato;18-20;Andina;5
556;F;34;20210925;46000;Latte Macchiato;12-14;Pacífica;2
557;M;81;20230825;65000;Espresso Macchiato;16-18;Orinoquía;2
558;;28;20240607;65400;Espresso Sencillo;10-12;Orinoquía;1
559;F;65;20190822;98000;Chocolate Caliente;20-22;Pacífica;4
560;;28;20220605;65400;Latte Macchiato;12-14;Pacífica;2
561;;28;20220922;65400;Espresso Sencillo;18-20;Pacífica;4
562;F;63;20240326;62000;Latte;18-20;Caribe;1
563;M;73;20220527;58000;Chocolate Blanco;18-20;Pacífica;5
564;F;84;20240125;77000;Mocha Blanco Latte;20-22;Orinoquía;4
565;;28;20230828;65400;Flat White;12-14;Insular;5
566;F;55;20240613;62000;Chocolate Helado;18-20;Caribe;5
567;M;63;20230924;70000;Espresso Doble;14-16;Orinoquía;2
568;F;24;20240416;51000;Mocha Blanco Latte;16-18;Orinoquía;1
569;M;36;20190730;74000;Chocolate Blanco Helado;10-12;Orinoquía;2
570;M;56;20220607;69000;Arequipe Latte;14-16;Insular;4
571;F;65;20230502;119000;Café del día;20-22;Orinoquía;5
572;M;75;20240623;75000;Mocha Latte;10-12;Andina;1
573;M;71;20220720;114000;Latte;10-12;Pacífica;3
574;M;71;20231224;118000;Chocolate Caliente;10-12;Orinoquía;5
575;M;61;20230425;39000;Mocha Latte;14-16;Orinoquía;3
576;O;73;20240316;88000;Mocha Blanco Latte;12-14;Orinoquía;5
577;M;19;20240321;73000;Latte;20-22;Andina;5
578;F;64;20230724;34000;Chocolate Caliente;18-20;Pacífica;3
579;F;66;20231020;112000;Latte;14-16;Pacífica;1
580;M;37;20240224;59000;Americano;10-12;Caribe;1
581;M;22;20221220;49000;Cappuccino;10-12;Pacífica;2
582;F;54;20240719;96000;Arequipe Latte;16-18;Caribe;5
583;M;62;20240105;73000;Latte;20-22;Pacífica;3
584;F;50;20240106;75000;Espresso Sencillo;18-20;Caribe;2
585;F;80;20230726;87000;Chocolate Helado;20-22;Caribe;2
586;M;55;20210923;112000;Latte Macchiato;16-18;Andina;1
587;M;40;20230303;50000;Arequipe Latte;12-14;Insular;2
588;M;43;20211218;52000;Arequipe Latte;10-12;Andina;3
589;M;61;20230205;53000;Arequipe Latte;14-16;Andina;5
590;F;32;20230531;43000;Caramel Macchiato;10-12;Orinoquía;5
591;;28;20210928;65400;Espresso Doble;16-18;Insular;2
592;F;68;20230903;32000;Chocolate Blanco Helado;10-12;Andina;2
593;F;66;20230821;104000;Espresso Macchiato;10-12;Pacífica;3
594;M;36;20231226;35000;Latte Macchiato;10-12;Andina;3
595;M;38;20231019;60000;Espresso Doble;14-16;Orinoquía;4
596;F;80;20210728;54000;Espresso Doble;20-22;Orinoquía;1
597;F;82;20240123;68000;Espresso Doble;14-16;Orinoquía;2
598;M;45;20211027;74000;Mocha Blanco Latte;16-18;Caribe;1
599;M;89;20231026;63000;Chocolate Helado;20-22;Pacífica;1
600;F;45;20231207;94000;Mocha Latte;16-18;Pacífica;4
601;M;59;20240405;35000;Caramel Macchiato;16-18;Pacífica;1
602;M;22;20240322;44000;Chocolate Caliente;18-20;Orinoquía;2
603;F;67;20230714;50000;Chocolate Blanco;12-14;Insular;3
604;F;30;20221205;41000;Café del día;14-16;Orinoquía;1
605;;28;20230415;65400;Arequipe Latte;12-14;Andina;1
606;M;56;20240402;88000;Chocolate Caliente;12-14;Andina;3
607;F;53;20220114;100000;Mocha Blanco Latte;18-20;Pacífica;2
608;;28;20210823;65400;Mocha Latte;16-18;Insular;2
609;;28;20211210;65400;Chocolate Blanco;18-20;Andina;1
610;M;32;20221028;58000;Chocolate Caliente;10-12;Orinoquía;5
611;F;51;20220223;73000;Caramel Macchiato;10-12;Caribe;2
612;F;38;20231225;66000;Espresso Sencillo;12-14;Pacífica;2
613;F;52;20200113;45000;Chocolate Helado;10-12;Orinoquía;3
614;;28;20221008;65400;Mocha Blanco Latte;18-20;Andina;5
615;M;55;20220908;68000;Chocolate Blanco;10-12;Insular;4
616;M;81;20231009;41000;Mocha Latte;18-20;Andina;4
617;M;55;20231103;78000;Flat White;18-20;Insular;5
618;F;51;20200202;67000;Chocolate Blanco Helado;18-20;Pacífica;5
619;;28;20220429;65400;Chocolate Helado;14-16;Pacífica;4
620;F;71;20210904;74000;Chocolate Helado;14-16;Pacífica;1
621;M;45;20220303;84000;Caramel Macchiato;18-20;Pacífica;3
622;;28;20220802;65400;Chocolate Blanco Helado;16-18;Insular;1
623;;28;20220305;65400;Chocolate Blanco;18-20;Orinoquía;2
624;M;49;20211016;71000;Café del día;12-14;Pacífica;2
625;M;62;20230920;48000;Arequipe Latte;18-20;Pacífica;5
626;F;65;20211016;99000;Mocha Blanco Latte;10-12;Pacífica;4
627;;28;20240203;65400;Chocolate Caliente;10-12;Pacífica;4
628;F;50;20240109;63000;Chocolate Caliente;14-16;Insular;2
629;F;20;20240203;60000;Chocolate Blanco;12-14;Orinoquía;1
630;F;49;20240430;31000;Café del día;18-20;Insular;3
631;M;55;20230924;83000;Arequipe Latte;16-18;Andina;2
632;M;58;20201024;54000;Espresso Sencillo;20-22;Insular;4
633;;28;20220607;65400;Flat White;20-22;Andina;3
634;F;95;20230913;64000;Chocolate Helado;10-12;Andina;2
635;F;83;20240112;99000;Espresso Sencillo;16-18;Orinoquía;5
636;F;56;20220214;70000;Café del día;20-22;Pacífica;3
637;M;66;20230523;54000;Espresso Macchiato;12-14;Andina;1
638;M;87;20230808;74000;Espresso Macchiato;12-14;Insular;5
639;;28;20220824;65400;Mocha Blanco Latte;18-20;Orinoquía;1
640;M;55;20220826;89000;Flat White;10-12;Pacífica;3
641;F;52;20230801;114000;Chocolate Blanco Helado;14-16;Andina;1
642;F;59;20221226;83000;Espresso Macchiato;16-18;Caribe;2
643;F;59;20220515;51000;Americano;16-18;Insular;1
644;F;49;20231128;74000;Americano;16-18;Orinoquía;5
645;F;62;20200404;46000;Cappuccino;20-22;Pacífica;2
646;F;56;20210826;80000;Espresso Doble;12-14;Insular;4
647;F;51;20230401;97000;Latte;16-18;Orinoquía;1
648;F;47;20200608;62000;Cappuccino;14-16;Insular;2
649;M;38;20220413;96000;Arequipe Latte;10-12;Andina;5
650;M;43;20240709;44000;Café del día;12-14;Caribe;3
651;M;43;20221021;72000;Americano;12-14;Insular;1
652;M;49;20211106;84000;Americano;16-18;Caribe;4
653;F;36;20230925;57000;Latte;10-12;Insular;2
654;F;45;20221124;58000;Espresso Sencillo;20-22;Insular;4
655;;28;20240331;65400;Americano;12-14;Caribe;1
656;M;53;20240609;95000;Café del día;12-14;Pacífica;3
657;M;43;20230806;60000;Latte;12-14;Insular;5
658;;28;20240326;65400;Latte Macchiato;16-18;Orinoquía;4
659;F;18;20230619;67000;Espresso Sencillo;12-14;Insular;5
660;M;40;20220602;41000;Espresso Doble;20-22;Pacífica;2
661;F;83;20230321;114000;Espresso Macchiato;18-20;Orinoquía;5
662;M;49;20240123;65000;Latte Macchiato;20-22;Orinoquía;4
663;F;51;20230323;106000;Chocolate Helado;20-22;Caribe;5
664;M;25;20240329;55000;Arequipe Latte;16-18;Orinoquía;4
665;M;71;20240105;55000;Latte;18-20;Pacífica;5
666;M;58;20230917;71000;Cappuccino;10-12;Caribe;5
667;M;53;20200712;36000;Chocolate Blanco;16-18;Insular;2
668;F;83;20230615;93000;Espresso Doble;12-14;Pacífica;1
669;M;46;20220315;56000;Mocha Blanco Latte;20-22;Caribe;4
670;F;69;20230225;97000;Chocolate Helado;20-22;Insular;5
671;M;51;20230802;73000;Latte Macchiato;18-20;Pacífica;5
672;M;61;20240224;68000;Espresso Sencillo;10-12;Orinoquía;5
673;F;81;20230804;101000;Chocolate Blanco;20-22;Pacífica;1
674;M;60;20240202;41000;Mocha Latte;18-20;Caribe;4
675;M;48;20210910;75000;Arequipe Latte;20-22;Pacífica;5
676;F;48;20210923;87000;Espresso Doble;20-22;Caribe;3
677;M;73;20200124;63000;Espresso Sencillo;12-14;Pacífica;4
678;F;41;20240211;89000;Café del día;12-14;Andina;2
679;F;39;20220402;77000;Caramel Macchiato;14-16;Pacífica;2
680;M;31;20231008;56000;Flat White;14-16;Orinoquía;3
681;M;38;20231215;61000;Espresso Sencillo;16-18;Caribe;4
682;F;46;20230911;36000;Arequipe Latte;16-18;Insular;4
683;M;87;20201113;72000;Chocolate Blanco Helado;14-16;Caribe;1
684;F;53;20211214;83000;Americano;14-16;Andina;2
685;;28;20240615;65400;Chocolate Helado;18-20;Pacífica;3
686;F;93;20191025;48000;Cappuccino;14-16;Pacífica;3
687;M;42;20210825;41000;Arequipe Latte;18-20;Insular;4
688;M;54;20211026;79000;Cappuccino;14-16;Orinoquía;3
689;M;47;20240726;53000;Americano;20-22;Insular;1
690;M;75;20231203;109000;Mocha Latte;20-22;Pacífica;3
691;F;79;20240410;61000;Mocha Latte;14-16;Orinoquía;4
692;F;36;20231010;64000;Chocolate Helado;12-14;Orinoquía;2
693;M;30;20230409;43000;Chocolate Blanco Helado;14-16;Orinoquía;5
694;M;34;20191116;50000;Latte;14-16;Orinoquía;2
695;F;39;20220119;78000;Caramel Macchiato;12-14;Orinoquía;4
696;F;52;20220523;87000;Café del día;12-14;Orinoquía;2
697;M;43;20220416;34000;Latte Macchiato;10-12;Insular;4
698;M;75;20240624;38000;Espresso Doble;16-18;Insular;2
699;M;47;20230917;40000;Espresso Doble;18-20;Caribe;3
700;F;60;20240420;117000;Latte;18-20;Pacífica;3
701;M;31;20240123;43000;Latte;14-16;Caribe;1
702;M;70;20240304;35000;Espresso Sencillo;18-20;Orinoquía;5
703;F;49;20240109;36000;Chocolate Caliente;12-14;Pacífica;3
704;M;48;20230816;56000;Chocolate Blanco;20-22;Caribe;5
705;M;37;20231219;36000;Espresso Macchiato;16-18;Andina;1
706;;28;20230329;65400;Mocha Latte;18-20;Orinoquía;1
707;F;67;20210929;67000;Mocha Latte;14-16;Pacífica;1
708;M;48;20210719;65000;Cappuccino;10-12;Orinoquía;3
709;M;69;20210920;38000;Chocolate Caliente;18-20;Caribe;1
710;M;66;20231219;32000;Chocolate Helado;10-12;Pacífica;3
711;M;38;20230912;56000;Chocolate Blanco Helado;20-22;Andina;1
712;F;59;20230816;90000;Americano;16-18;Insular;1
713;M;43;20240410;65000;Latte Macchiato;12-14;Andina;5
714;M;43;20200128;41000;Chocolate Caliente;12-14;Pacífica;2
715;F;68;20230421;108000;Caramel Macchiato;14-16;Insular;1
716;M;60;20240424;45000;Latte;20-22;Orinoquía;4
717;M;53;20210925;39000;Cappuccino;18-20;Insular;3
718;M;34;20240216;50000;Mocha Latte;16-18;Insular;5
719;M;77;20240322;64000;Latte;10-12;Caribe;1
720;F;88;20230511;73000;Americano;18-20;Orinoquía;4
721;;28;20220320;65400;Mocha Latte;10-12;Caribe;3
722;F;62;20240625;88000;Café del día;10-12;Pacífica;4
723;M;63;20200731;86000;Chocolate Caliente;10-12;Caribe;1
724;M;70;20231112;99000;Latte Macchiato;14-16;Caribe;1
725;M;38;20240403;33000;Latte Macchiato;16-18;Caribe;4
726;F;44;20240217;39000;Caramel Macchiato;10-12;Orinoquía;3
727;F;40;20240306;50000;Flat White;18-20;Insular;5
728;M;51;20240328;99000;Chocolate Caliente;16-18;Pacífica;2
729;;28;20221025;65400;Latte;12-14;Orinoquía;1
730;F;72;20190814;60000;Latte;12-14;Caribe;3
731;M;22;20230904;45000;Arequipe Latte;10-12;Andina;1
732;;28;20220227;65400;Americano;20-22;Pacífica;4
733;M;72;20230819;49000;Flat White;12-14;Caribe;4
734;M;70;20230903;37000;Chocolate Blanco;14-16;Andina;5
735;;28;20230811;65400;Mocha Blanco Latte;16-18;Caribe;5
736;M;23;20200719;65000;Mocha Blanco Latte;12-14;Insular;2
737;M;38;20240718;75000;Latte Macchiato;18-20;Orinoquía;4
738;F;71;20211017;67000;Chocolate Blanco Helado;16-18;Insular;4
739;M;50;20190927;51000;Mocha Latte;14-16;Pacífica;4
740;M;72;20201204;35000;Mocha Blanco Latte;12-14;Orinoquía;2
741;M;43;20240327;31000;Café del día;10-12;Pacífica;4
742;M;63;20220510;70000;Chocolate Helado;20-22;Orinoquía;4
743;M;73;20240610;46000;Arequipe Latte;14-16;Andina;5
744;M;53;20211227;57000;Chocolate Caliente;14-16;Andina;4
745;F;37;20240507;57000;Arequipe Latte;20-22;Insular;3
746;;28;20240709;65400;Chocolate Blanco Helado;20-22;Pacífica;4
747;M;45;20201029;44000;Espresso Sencillo;18-20;Andina;4
748;M;59;20240702;61000;Chocolate Blanco;16-18;Caribe;1
749;M;74;20220924;51000;Mocha Blanco Latte;10-12;Andina;2
750;M;18;20221031;36000;Flat White;10-12;Insular;3
751;F;94;20221130;84000;Espresso Sencillo;14-16;Andina;4
752;M;38;20220207;33000;Mocha Blanco Latte;14-16;Caribe;4
753;F;67;20220912;50000;Flat White;12-14;Caribe;1
754;F;46;20211229;36000;Americano;14-16;Orinoquía;4
755;M;82;20231220;41000;Caramel Macchiato;12-14;Andina;1
756;M;37;20240705;36000;Mocha Latte;16-18;Insular;1
757;F;65;20240604;71000;Cappuccino;12-14;Pacífica;2
758;F;66;20230815;34000;Mocha Latte;12-14;Caribe;4
759;F;65;20221009;57000;Americano;12-14;Caribe;5
760;;28;20210822;65400;Caramel Macchiato;18-20;Andina;4
761;;28;20230928;65400;Espresso Doble;12-14;Andina;2
762;F;54;20220613;52000;Chocolate Blanco;20-22;Andina;5
763;M;63;20231219;113000;Espresso Sencillo;12-14;Orinoquía;3
764;;28;20240405;65400;Latte Macchiato;18-20;Insular;3
765;F;50;20240325;110000;Chocolate Helado;20-22;Orinoquía;1
766;M;64;20230921;81000;Espresso Doble;12-14;Caribe;3
767;M;66;20231014;50000;Caramel Macchiato;12-14;Pacífica;5
768;F;76;20221209;62000;Mocha Blanco Latte;16-18;Pacífica;5
769;F;56;20230104;82000;Chocolate Helado;18-20;Insular;1
770;M;49;20230512;75000;Café del día;16-18;Andina;4
771;F;29;20211023;53000;Chocolate Helado;12-14;Insular;3
772;;28;20230708;65400;Espresso Macchiato;16-18;Andina;1
773;F;51;20220517;56000;Arequipe Latte;16-18;Orinoquía;2
774;M;69;20240614;68000;Cappuccino;18-20;Insular;5
775;M;48;20190815;52000;Espresso Macchiato;10-12;Insular;2
776;M;25;20211027;68000;Cappuccino;10-12;Insular;1
777;M;82;20211014;78000;Chocolate Blanco;12-14;Insular;1
778;F;57;20220921;70000;Cappuccino;10-12;Pacífica;5
779;M;50;20231224;70000;Chocolate Caliente;20-22;Insular;4
780;;28;20220109;65400;Chocolate Blanco;16-18;Caribe;1
781;F;74;20240725;72000;Cappuccino;12-14;Orinoquía;5
782;;28;20230920;65400;Café del día;16-18;Pacífica;2
783;;28;20230831;65400;Mocha Blanco Latte;18-20;Orinoquía;1
784;F;49;20240604;59000;Espresso Sencillo;10-12;Pacífica;1
785;;28;20220903;65400;Espresso Sencillo;16-18;Orinoquía;1
786;M;80;20230503;88000;Chocolate Blanco;16-18;Orinoquía;1
787;;28;20240505;65400;Chocolate Blanco Helado;14-16;Pacífica;1
788;F;62;20220617;81000;Chocolate Blanco Helado;14-16;Pacífica;3
789;M;63;20240707;50000;Arequipe Latte;10-12;Caribe;1
790;F;54;20220424;109000;Chocolate Blanco;16-18;Andina;5
